#Keyword Types: 171
#Keyword Tokens: 12502
#Search Hits: 0
1	217	+	1006.81	0.0084	ford
2	180	+	590.88	0.0069	carter
3	3228	+	160.33	0.0765	the
4	69	+	154.64	0.0027	unemployment
5	28	+	122.49	0.0011	watergate
6	56	+	108.08	0.0022	inflation
7	247	+	103.64	0.0093	mr
8	1525	+	98.49	0.0458	of
9	78	+	97.5	0.003	uh
10	63	+	94.17	0.0024	mondale
11	192	+	86.5	0.0073	governor
12	1236	+	79.46	0.0387	in
13	34	+	78.79	0.0013	vietnam
14	104	+	76.41	0.004	congress
15	15	+	75.91	0.0006	boycott
16	14	+	70.85	0.0005	wanna
17	13	+	65.79	0.0005	kraft
18	13	+	65.79	0.0005	meany
19	19	+	64.67	0.0007	kissinger
20	302	+	63	0.0112	would
21	20	+	62.72	0.0008	recommended
22	12	+	60.73	0.0005	canal
23	27	+	58.53	0.001	georgia
24	11	+	55.67	0.0004	burger
25	56	+	52.1	0.0022	soviet
26	10	+	50.61	0.0004	secrecy
27	25	+	49.93	0.001	eastern
28	14	+	49.78	0.0005	pardon
29	97	+	49.4	0.0037	billion
30	113	+	48.65	0.0043	administration
31	112	+	47.27	0.0043	percent
32	19	+	46.63	0.0007	employment
33	56	+	46.35	0.0022	problems
34	24	+	45.83	0.0009	labor
35	25	+	45.75	0.001	among
36	9	+	45.55	0.0003	dominated
37	9	+	45.55	0.0003	frankel
38	9	+	45.55	0.0003	maynard
39	24	+	43.42	0.0009	reduction
40	12	+	43.4	0.0005	republic
41	17	+	42.97	0.0007	atomic
42	131	+	42.89	0.005	government
43	40	+	42.4	0.0015	nixon
44	218	+	41.72	0.0082	or
45	11	+	41.62	0.0004	italy
46	8	+	40.48	0.0003	mayaguez
47	8	+	40.48	0.0003	solzhenitsyn
48	61	+	40.46	0.0023	programs
49	19	+	40.13	0.0007	instance
50	21	+	39.58	0.0008	arab
51	15	+	39.39	0.0006	johnson
52	18	+	38.68	0.0007	agencies
53	31	+	38.68	0.0012	housing
54	216	+	38.4	0.0081	by
55	14	+	38.38	0.0005	panama
56	77	+	38.28	0.003	policy
57	22	+	38.05	0.0008	added
58	47	+	37.71	0.0018	union
59	12	+	36.88	0.0005	henry
60	31	+	36.78	0.0012	response
61	47	+	36.19	0.0018	house
62	35	+	35.5	0.0013	court
63	72	+	35.45	0.0028	federal
64	7	+	35.42	0.0003	gannon
65	7	+	35.42	0.0003	portugal
66	7	+	35.42	0.0003	rhodesia
67	20	+	34.92	0.0008	relationship
68	321	+	34.72	0.0118	as
69	13	+	34.51	0.0005	southern
70	8	+	34.37	0.0003	embargoes
71	8	+	34.37	0.0003	taiwan
72	17	+	33.49	0.0007	complete
73	13	+	33.16	0.0005	salt
74	58	+	32.96	0.0022	foreign
75	42	+	32.59	0.0016	rate
76	50	+	32.55	0.0019	republican
77	12	+	32.07	0.0005	conservation
78	11	+	31.13	0.0004	yugoslavia
79	8	+	30.81	0.0003	reorganization
80	10	+	30.43	0.0004	brown
81	6	+	30.36	0.0002	playboy
82	7	+	29.56	0.0003	helsinki
83	7	+	29.56	0.0003	nelson
84	12	+	29.45	0.0005	committees
85	100	+	29.02	0.0038	year
86	53	+	28.78	0.002	defense
87	13	+	28.55	0.0005	gonna
88	22	+	28.33	0.0008	present
89	12	+	28.27	0.0005	accurate
90	14	+	28.1	0.0005	embargo
91	8	+	28.09	0.0003	lid
92	8	+	28.09	0.0003	questioners
93	22	+	27.83	0.0008	africa
94	34	+	27.77	0.0013	strength
95	24	+	27.58	0.0009	full
96	13	+	27.56	0.0005	stands
97	38	+	26.83	0.0015	far
98	45	+	26.53	0.0017	office
99	151	+	26.52	0.0057	those
100	14	+	26.39	0.0005	adequate
101	21	+	26.29	0.0008	highest
102	7	+	26.22	0.0003	chile
103	7	+	26.22	0.0003	gerald
104	7	+	26.22	0.0003	persons
105	50	+	26.04	0.0019	leadership
106	8	+	25.87	0.0003	domination
107	8	+	25.87	0.0003	registration
108	20	+	25.75	0.0008	indicated
109	164	+	25.75	0.0062	very
110	31	+	25.63	0.0012	concerned
111	123	+	25.35	0.0047	united
112	18	+	25.31	0.0007	employees
113	5	+	25.3	0.0002	bloodshed
114	5	+	25.3	0.0002	evaders
115	5	+	25.3	0.0002	reynolds
116	5	+	25.3	0.0002	southeast
117	5	+	25.3	0.0002	unashamed
118	5	+	25.3	0.0002	valeriani
119	29	+	25.19	0.0011	white
120	6	+	24.79	0.0002	search
121	6	+	24.79	0.0002	theatre
122	9	+	24.78	0.0003	cruise
123	9	+	24.78	0.0003	interview
124	8	+	23.99	0.0003	handgun
125	8	+	23.99	0.0003	morality
126	8	+	23.99	0.0003	trewhitt
127	24	+	23.85	0.0009	voters
128	7	+	23.7	0.0003	notes
129	18	+	23.69	0.0007	addition
130	244	+	22.92	0.009	has
131	17	+	22.67	0.0007	black
132	38	+	22.5	0.0015	democratic
133	71	+	22.37	0.0027	under
134	18	+	22.19	0.0007	bills
135	6	+	21.7	0.0002	derived
136	6	+	21.7	0.0002	tapes
137	6	+	21.7	0.0002	vetoes
138	25	+	21.69	0.001	europe
139	7	+	21.67	0.0003	amendments
140	7	+	21.67	0.0003	compensation
141	31	+	21.51	0.0012	months
142	14	+	21.4	0.0005	purpose
143	8	+	20.92	0.0003	inflationary
144	9	+	20.92	0.0003	roughly
145	9	+	20.92	0.0003	structure
146	125	+	20.38	0.0047	states
147	4	+	20.24	0.0002	berger
148	4	+	20.24	0.0002	communiqué
149	4	+	20.24	0.0002	decrease
