#Keyword Types: 94
#Keyword Tokens: 9615
#Search Hits: 0
1	135	+	577.35	0.004	perot
2	176	+	191.45	0.0052	clinton
3	43	+	185.79	0.0013	ross
4	98	+	132.71	0.0029	minute
5	148	+	130.39	0.0044	bush
6	28	+	127.05	0.0008	stockdale
7	34	+	97.19	0.001	admiral
8	1262	+	96.36	0.033	you
9	33	+	80.51	0.001	character
10	25	+	78.63	0.0007	arkansas
11	225	+	78.59	0.0066	got
12	30	+	74.83	0.0009	trickle
13	39	+	61.4	0.0012	okay
14	69	+	60.68	0.002	laughter
15	1117	+	60.35	0.0295	it
16	113	+	58.6	0.0033	congress
17	56	+	56.94	0.0017	applause
18	23	+	56.65	0.0007	dan
19	98	+	54.42	0.0029	bill
20	19	+	53.01	0.0006	industries
21	13	+	52	0.0004	hal
22	22	+	48.7	0.0007	economics
23	28	+	48.13	0.0008	investment
24	13	+	47.64	0.0004	richmond
25	558	+	46.71	0.0157	t
26	1803	+	45.92	0.0439	i
27	256	+	45.44	0.0074	don
28	10	+	45.37	0.0003	competitors
29	10	+	45.37	0.0003	glaspie
30	10	+	45.37	0.0003	helen
31	34	+	45.04	0.001	quayle
32	77	+	44.24	0.0023	change
33	43	+	43.08	0.0013	mistake
34	261	+	42.99	0.0076	get
35	24	+	42.23	0.0007	cold
36	76	+	42.07	0.0023	answer
37	19	+	38.87	0.0006	aids
38	50	+	38.84	0.0015	spend
39	133	+	38.66	0.0039	jobs
40	14	+	38.32	0.0004	relevant
41	24	+	37.65	0.0007	base
42	16	+	36.97	0.0005	lobbyists
43	8	+	36.3	0.0002	cafe
44	8	+	36.3	0.0002	gene
45	11	+	36.02	0.0003	superpower
46	37	+	35.24	0.0011	night
47	9	+	34.55	0.0003	gridlock
48	9	+	34.55	0.0003	lips
49	68	+	34.4	0.002	family
50	100	+	33.32	0.003	thing
51	17	+	32.57	0.0005	zones
52	132	+	31.97	0.0039	down
53	7	+	31.76	0.0002	carole
54	20	+	31.66	0.0006	incentives
55	21	+	28.83	0.0006	environmental
56	6	+	27.22	0.0002	airline
57	6	+	27.22	0.0002	gang
58	6	+	27.22	0.0002	gibbons
59	6	+	27.22	0.0002	lobbying
60	6	+	27.22	0.0002	reinvest
61	7	+	25.95	0.0002	susan
62	54	+	25.36	0.0016	little
63	38	+	25.32	0.0011	costs
64	154	+	24.49	0.0045	here
65	10	+	23.87	0.0003	gallon
66	43	+	23.7	0.0013	goes
67	9	+	23.68	0.0003	efficiency
68	347	+	23.23	0.0099	think
69	43	+	22.84	0.0013	private
70	26	+	22.83	0.0008	plans
71	5	+	22.69	0.0001	republics
72	5	+	22.69	0.0001	teams
73	5	+	22.69	0.0001	waffling
74	5	+	22.69	0.0001	yeltsin
75	113	+	22.63	0.0033	care
76	82	+	22.52	0.0024	talk
77	9	+	21.95	0.0003	malpractice
78	6	+	21.7	0.0002	slowdown
79	108	+	21.25	0.0032	health
80	10	+	21.05	0.0003	consensus
81	10	+	21.05	0.0003	pattern
82	17	+	20.86	0.0005	enterprise
83	11	+	20.69	0.0003	infrastructure
84	27	+	20.6	0.0008	cities
85	9	+	20.43	0.0003	baker
86	7	+	20.2	0.0002	ballot
87	8	+	20.07	0.0002	executives
88	21	+	19.97	0.0006	fix
89	24	+	19.75	0.0007	read
90	139	+	19.71	0.0041	ll
91	34	+	19.64	0.001	crisis
92	403	+	19.5	0.0115	do
93	38	+	19.47	0.0011	george
94	46	+	19.41	0.0014	won
