#Keyword Types: 64
#Keyword Tokens: 5731
#Search Hits: 0
1	129	+	240.63	0.0041	gore
2	82	+	140.42	0.0026	texas
3	65	+	99.73	0.0021	seniors
4	109	+	72.3	0.0035	ought
5	45	+	67.4	0.0014	prescription
6	96	+	63.64	0.0031	social
7	1735	+	52.04	0.0445	i
8	378	+	49.98	0.0116	think
9	23	+	49.55	0.0007	milosevic
10	129	+	46.36	0.0041	money
11	52	+	46.34	0.0017	al
12	63	+	42.54	0.002	school
13	40	+	40.47	0.0013	parents
14	137	+	40.17	0.0043	new
15	203	+	39.76	0.0064	governor
16	139	+	38.73	0.0044	vice
17	33	+	38.47	0.0011	surplus
18	69	+	38.11	0.0022	medicare
19	43	+	36.93	0.0014	jim
20	73	+	36.62	0.0023	children
21	94	+	36.02	0.003	military
22	58	+	35.8	0.0019	schools
23	16	+	33.31	0.0005	profiling
24	32	+	32.65	0.001	local
25	15	+	32.31	0.0005	serbia
26	86	+	31.84	0.0027	federal
27	103	+	31.41	0.0033	bush
28	62	+	30.95	0.002	law
29	34	+	30.75	0.0011	gun
30	487	+	30.6	0.0147	be
31	115	+	29.82	0.0036	security
32	62	+	29.76	0.002	difference
33	16	+	29.2	0.0005	lieberman
34	17	+	27.03	0.0005	accountability
35	31	+	26.67	0.001	relief
36	116	+	25.41	0.0037	plan
37	24	+	25.32	0.0008	death
38	24	+	24.84	0.0008	mission
39	23	+	24.53	0.0007	return
40	21	+	23.99	0.0007	cheney
41	91	+	23.78	0.0029	lot
42	20	+	23.77	0.0006	testing
43	16	+	23.51	0.0005	younger
44	14	+	23.25	0.0004	patient
45	13	+	22.87	0.0004	kosovo
46	13	+	22.87	0.0004	uninsured
47	43	+	22.65	0.0014	eight
48	24	+	22.58	0.0008	numbers
49	80	+	22.36	0.0025	support
50	18	+	21.73	0.0006	results
51	10	+	21.54	0.0003	balkans
52	14	+	20.93	0.0004	teach
53	89	+	20.89	0.0028	important
54	15	+	20.85	0.0005	affirmative
55	18	+	20.64	0.0006	promises
56	18	+	20.64	0.0006	racial
57	34	+	20.43	0.0011	benefits
58	17	+	20.43	0.0005	retirement
59	10	+	20.4	0.0003	hmos
60	16	+	20.28	0.0005	bernie
61	18	+	20.12	0.0006	prosperity
62	17	+	19.88	0.0005	size
63	35	+	19.84	0.0011	drug
64	9	+	19.39	0.0003	byrd
