#Keyword Types: 116
#Keyword Tokens: 11433
#Search Hits: 0
1	288	+	1129.37	0.0087	mccain
2	244	+	700.03	0.0074	obama
3	119	+	545.86	0.0036	sen
4	145	+	269.69	0.0044	john
5	325	+	224.37	0.0097	senator
6	69	+	205.83	0.0021	barack
7	76	+	137.76	0.0023	afghanistan
8	107	+	128.86	0.0032	energy
9	40	+	119.84	0.0012	biden
10	46	+	112.16	0.0014	joe
11	26	+	110.89	0.0008	palin
12	24	+	110.06	0.0007	qaeda
13	40	+	89.93	0.0012	pakistan
14	24	+	78.43	0.0007	climate
15	78	+	68.98	0.0024	voted
16	15	+	68.78	0.0005	ahmadinejad
17	15	+	68.78	0.0005	maverick
18	214	+	68.67	0.0064	got
19	92	+	63.95	0.0028	spending
20	25	+	61.57	0.0008	tom
21	13	+	59.61	0.0004	earmarks
22	384	+	59.23	0.0113	going
23	16	+	57.43	0.0005	petraeus
24	40	+	56.98	0.0012	strategy
25	1944	+	56.69	0.0474	that
26	66	+	54.87	0.002	oil
27	13	+	52.62	0.0004	greed
28	36	+	52.32	0.0011	fundamental
29	130	+	52.29	0.0039	health
30	36	+	51.58	0.0011	street
31	11	+	50.44	0.0003	fannie
32	11	+	50.44	0.0003	plumber
33	2224	+	50.25	0.0525	and
34	18	+	50.09	0.0005	rescue
35	46	+	49.22	0.0014	crisis
36	82	+	48.29	0.0025	iraq
37	1510	+	48.26	0.0386	we
38	14	+	45.98	0.0004	illinois
39	22	+	45.77	0.0007	surge
40	40	+	44.81	0.0012	friends
41	18	+	44.72	0.0005	employer
42	11	+	43.77	0.0003	succeeded
43	21	+	43.74	0.0006	breaks
44	14	+	43.36	0.0004	drill
45	9	+	41.27	0.0003	mae
46	229	+	38.99	0.0068	know
47	12	+	37.88	0.0004	barrel
48	26	+	36.96	0.0008	wall
49	8	+	36.68	0.0002	bailout
50	8	+	36.68	0.0002	freddie
51	8	+	36.68	0.0002	preconditions
52	23	+	36.66	0.0007	challenges
53	22	+	36.42	0.0007	gwen
54	114	+	35.95	0.0034	sure
55	10	+	35.47	0.0003	oversight
56	9	+	34.98	0.0003	precondition
57	73	+	34.79	0.0022	point
58	65	+	33.97	0.002	understand
59	10	+	32.45	0.0003	corruption
60	7	+	32.1	0.0002	ayers
61	7	+	32.1	0.0002	ceos
62	953	+	31.63	0.0259	s
63	16	+	31.27	0.0005	drilling
64	43	+	30.85	0.0013	policies
65	24	+	30.48	0.0007	financial
66	15	+	30.39	0.0005	behavior
67	13	+	30.25	0.0004	alaska
68	12	+	29.81	0.0004	dependence
69	46	+	29.61	0.0014	across
70	63	+	29.47	0.0019	troops
71	22	+	29.42	0.0007	georgia
72	24	+	29.22	0.0007	funding
73	24	+	28.62	0.0007	eliminate
74	27	+	28.29	0.0008	sit
75	25	+	28.07	0.0008	obviously
76	6	+	27.51	0.0002	acorn
77	6	+	27.51	0.0002	refundable
78	6	+	27.51	0.0002	scalpel
79	8	+	27.1	0.0002	acquire
80	8	+	27.1	0.0002	mandates
81	17	+	26.59	0.0005	mortgage
82	7	+	26.28	0.0002	homeowners
83	7	+	26.28	0.0002	nashville
84	10	+	25.96	0.0003	withdrawal
85	65	+	25.69	0.002	change
86	79	+	25.47	0.0024	nuclear
87	74	+	25.44	0.0022	able
88	11	+	24.83	0.0003	ukraine
89	10	+	24.31	0.0003	pork
90	17	+	24.25	0.0005	affect
91	139	+	23.39	0.0042	need
92	5	+	22.93	0.0002	belmont
93	5	+	22.93	0.0002	earmark
94	5	+	22.93	0.0002	impacts
95	5	+	22.93	0.0002	katie
96	5	+	22.93	0.0002	legitimize
97	5	+	22.93	0.0002	lewis
98	5	+	22.93	0.0002	mac
99	5	+	22.93	0.0002	pakistani
100	5	+	22.93	0.0002	subprime
101	17	+	22.83	0.0005	homes
102	13	+	22.18	0.0004	solar
103	17	+	22.16	0.0005	independence
104	12	+	22.12	0.0004	projects
105	6	+	21.98	0.0002	adjust
106	6	+	21.98	0.0002	hatchet
107	6	+	21.98	0.0002	protections
108	54	+	21.81	0.0016	senate
109	15	+	21.18	0.0005	alternative
110	7	+	20.52	0.0002	shore
111	15	+	20.47	0.0005	hall
112	16	+	20.32	0.0005	fuel
113	23	+	20.27	0.0007	additional
114	11	+	20.1	0.0003	notion
115	9	+	19.46	0.0003	deregulation
116	12	+	19.31	0.0004	aisle
